pedido_id,fecha_pedido,fecha_entrega,anio_pedido,mes_pedido,dia_semana_pedido,dias_entrega,pedido_retrasado,retraso_dias,km_recorridos,costo_transporte,costo_por_km,municipio,tipo_cliente,id_autoparte,categoria,costo_unitario,stock_actual,stock_minimo,margen_stock,ratio_stock,pais_proveedor,ruta
5120,2026-05-23,2026-05-28,2026,5,6,5,0,0,148.7,2634.85,17.72,San Juan del Río,Planta,83-SUS,Suspensión,3433.69,358,401,-43,0.89,México,QRO-MQZ
5121,2022-05-20,2022-05-28,2022,5,5,8,1,5,138.9,2364.08,17.02,San Juan del Río,Planta,81-ELE,Electrónica,140.61,1480,170,1310,8.71,Japón,QRO-CEL
5122,2024-07-19,2024-07-20,2024,7,5,1,0,0,162,1912.17,11.8,San Luis Potosí,Tier1,80-SEN,Sensores,4961.03,2089,880,1209,2.37,Japón,QRO-CEL
5123,2026-05-06,2026-05-28,2026,5,3,22,1,16,205.6,3738.23,18.18,Querétaro,Taller,96-ELE,Electrónica,4610.48,3616,228,3388,15.86,México,QRO-MQZ
5124,2022-01-26,2022-01-28,2022,1,3,2,0,0,148.3,2222.08,14.98,Corregidora,Distribuidor,17-FRE,Frenos,4203.61,2829,138,2691,20.5,Alemania,QRO-MQZ
5125,2024-10-21,2024-10-22,2024,10,1,1,0,0,219.4,4279.15,19.5,El Marqués,Tier1,59-ARN,Arneses,757.6,2440,393,2047,6.21,USA,QRO-MQZ
5126,2024-08-21,2024-08-29,2024,8,3,8,1,5,184.9,2615.72,14.15,Corregidora,Distribuidor,99-ELE,Electrónica,1359.1,1089,262,827,4.16,Japón,QRO-SLP
5127,2025-09-25,2025-10-03,2025,9,4,8,1,5,81.9,1505.97,18.39,Querétaro,Taller,52-ELE,Electrónica,4788.22,421,203,218,2.07,USA,QRO-CEL
5128,2023-03-08,2023-03-14,2023,3,3,6,1,3,119.8,1025.53,8.56,Corregidora,Tier1,4-SEN,Sensores,415.57,4942,295,4647,16.75,USA,QRO-SLP
5129,2022-04-01,2022-04-03,2022,4,5,2,0,0,348,6698.34,19.25,El Marqués,Planta,53-FRE,Frenos,818.13,4754,550,4204,8.64,China,QRO-SJR
5130,2022-02-14,2022-02-17,2022,2,1,3,0,0,153.4,1314.52,8.57,Corregidora,Planta,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,Japón,QRO-MQZ
5131,2021-10-13,2021-10-14,2021,10,3,1,0,0,253.7,3184.71,12.55,San Luis Potosí,Taller,80-SEN,Sensores,4961.03,2089,880,1209,2.37,México,QRO-CEL
5132,2026-05-06,2026-05-28,2026,5,3,22,1,16,93.6,1479.29,15.8,San Juan del Río,Tier1,85-FRE,Frenos,2849.37,4143,705,3438,5.88,USA,QRO-SJR
5133,2025-01-26,2025-02-01,2025,1,0,6,1,3,308.9,4686.5,15.17,San Luis Potosí,Tier1,23-FRE,Frenos,3759.37,4902,886,4016,5.53,México,QRO-CEL
5134,2021-05-19,2021-05-27,2021,5,3,8,1,5,88.8,1242.19,13.99,Querétaro,Tier1,68-SUS,Suspensión,4427.01,2107,162,1945,13.01,Alemania,QRO-SJR
5135,2026-01-01,2026-01-06,2026,1,4,5,1,2,298,3808.29,12.78,Corregidora,Distribuidor,98-ARN,Arneses,3240.05,314,373,-59,0.84,Alemania,QRO-SJR
5136,2026-05-21,2026-05-27,2026,5,4,6,1,1,338.9,3799.59,11.21,Corregidora,Taller,24-FRE,Frenos,3167.6,1248,407,841,3.07,China,QRO-CEL
5137,2026-05-08,2026-05-25,2026,5,5,17,1,14,117.1,1868.18,15.95,Querétaro,Planta,35-SUS,Suspensión,3998.45,2100,715,1385,2.94,Japón,QRO-CEL
5138,2026-05-22,2026-05-29,2026,5,5,7,0,0,316.1,2663.21,8.43,León,Planta,28-SUS,Suspensión,2679.89,2559,178,2381,14.38,USA,QRO-SLP
5139,2025-02-16,2025-02-20,2025,2,0,4,1,1,107.8,1213.67,11.26,Corregidora,Distribuidor,64-FRE,Frenos,3469.29,4865,898,3967,5.42,Alemania,QRO-SJR
5140,2022-11-11,2022-11-12,2022,11,5,1,0,0,180.4,1741.03,9.65,Corregidora,Planta,55-SUS,Suspensión,105.27,1887,966,921,1.95,México,QRO-SJR
5141,2024-09-23,2024-09-26,2024,9,1,3,0,0,196.4,1724.44,8.78,San Juan del Río,Taller,53-SUS,Suspensión,2062.9,3440,719,2721,4.78,China,QRO-CEL
5142,2025-03-22,2025-03-27,2025,3,6,5,1,2,195.6,3145.52,16.08,Querétaro,Tier1,38-ELE,Electrónica,2360.54,3797,195,3602,19.47,USA,QRO-SLP
5143,2024-06-19,2024-06-26,2024,6,3,7,1,4,204,2428.18,11.9,León,Tier1,52-ELE,Electrónica,4788.22,421,203,218,2.07,USA,QRO-CEL
5144,2026-05-22,2026-06-04,2026,5,5,13,0,0,259.5,2497.16,9.62,San Juan del Río,Planta,61-FRE,Frenos,2992.6,2417,256,2161,9.44,USA,QRO-CEL
5145,2023-04-13,2023-04-20,2023,4,4,7,1,4,252.1,4558.83,18.08,San Luis Potosí,Tier1,45-FRE,Frenos,1728.34,1258,154,1104,8.17,USA,QRO-MQZ
5146,2023-05-01,2023-05-02,2023,5,1,1,0,0,300.9,5827.03,19.37,El Marqués,Taller,39-FRE,Frenos,1372.38,2726,706,2020,3.86,China,QRO-MQZ
5147,2026-05-06,2026-05-30,2026,5,3,24,1,16,21.9,392.12,17.91,Querétaro,Tier1,26-ARN,Arneses,1872.84,4883,185,4698,26.39,Alemania,QRO-CEL
5148,2024-04-15,2024-04-23,2024,4,1,8,1,5,125.8,1229.04,9.77,San Juan del Río,Taller,86-SUS,Suspensión,1070.24,3068,901,2167,3.41,USA,QRO-SJR
5149,2024-02-02,2024-02-10,2024,2,5,8,1,5,177.4,2498.58,14.08,El Marqués,Taller,73-SEN,Sensores,1840.37,2686,730,1956,3.68,China,QRO-CEL
5150,2021-02-03,2021-02-11,2021,2,3,8,1,5,35.6,484.9,13.62,Corregidora,Distribuidor,97-ELE,Electrónica,2011.22,862,727,135,1.19,Alemania,QRO-SJR
5151,2024-07-29,2024-08-01,2024,7,1,3,0,0,292.4,3078.76,10.53,León,Planta,95-ELE,Electrónica,4863.69,3953,627,3326,6.3,Alemania,QRO-CEL
5152,2025-11-17,2025-11-24,2025,11,1,7,1,4,53.9,639.32,11.86,Celaya,Distribuidor,58-SEN,Sensores,2617.63,4219,411,3808,10.27,Alemania,QRO-SJR
5153,2026-05-14,2026-05-29,2026,5,4,15,1,8,86.1,754.5,8.76,León,Taller,37-SEN,Sensores,3969.15,3602,841,2761,4.28,Japón,QRO-CEL
5154,2026-05-18,2026-05-30,2026,5,1,12,1,4,143.3,2233.19,15.58,San Luis Potosí,Tier1,2-ARN,Arneses,3272.1,4817,709,4108,6.79,China,QRO-MQZ
5155,2023-03-31,2023-04-01,2023,3,5,1,0,0,40.6,765.53,18.86,El Marqués,Tier1,83-ARN,Arneses,4089.81,3819,304,3515,12.56,China,QRO-SLP
5156,2025-06-26,2025-07-02,2025,6,4,6,1,3,300.9,3907.59,12.99,Querétaro,Distribuidor,27-ELE,Electrónica,1768.11,2885,368,2517,7.84,Alemania,QRO-MQZ
5157,2026-05-08,2026-05-30,2026,5,5,22,1,14,148.4,2010.78,13.55,El Marqués,Planta,34-ELE,Electrónica,4829.03,4110,965,3145,4.26,China,QRO-SLP
5158,2021-03-26,2021-04-02,2021,3,5,7,1,4,23.3,333.39,14.31,Corregidora,Planta,48-ELE,Electrónica,2929.89,2314,767,1547,3.02,USA,QRO-SLP
5159,2021-10-22,2021-10-27,2021,10,5,5,1,2,96.2,1786.2,18.57,Celaya,Planta,25-SEN,Sensores,4979.92,3606,752,2854,4.8,China,QRO-SJR
5160,2026-05-18,2026-05-25,2026,5,1,7,1,4,85,1610.29,18.94,San Luis Potosí,Distribuidor,60-FRE,Frenos,4591.5,2619,968,1651,2.71,México,QRO-MQZ
5161,2024-10-29,2024-11-01,2024,10,2,3,0,0,31.1,495.49,15.93,Querétaro,Distribuidor,27-ELE,Electrónica,1768.11,2885,368,2517,7.84,México,QRO-SJR
5162,2021-11-08,2021-11-14,2021,11,1,6,1,3,88.6,1634.56,18.45,Querétaro,Tier1,9-ELE,Electrónica,3081.81,4325,472,3853,9.16,México,QRO-SLP
5163,2026-05-03,2026-05-29,2026,5,0,26,1,19,116.1,1686.5,14.53,Celaya,Tier1,88-ELE,Electrónica,952.75,1483,288,1195,5.15,USA,QRO-SLP
5164,2026-05-25,2026-06-01,2026,5,1,7,0,0,121.7,2097.95,17.24,León,Planta,36-SUS,Suspensión,787.36,3511,115,3396,30.53,Japón,QRO-MQZ
5165,2024-12-04,2024-12-08,2024,12,3,4,1,1,146.7,2017.06,13.75,San Juan del Río,Taller,88-FRE,Frenos,4043.96,2439,113,2326,21.58,Alemania,QRO-SLP
5166,2021-02-09,2021-02-12,2021,2,2,3,0,0,346.7,6164.57,17.78,Corregidora,Distribuidor,93-SUS,Suspensión,251.29,694,704,-10,0.99,Alemania,QRO-SLP
5167,2022-09-12,2022-09-16,2022,9,1,4,1,1,138.4,1255.92,9.07,León,Taller,46-SEN,Sensores,4891.28,2915,405,2510,7.2,USA,QRO-SJR
5168,2026-05-15,2026-06-01,2026,5,5,17,1,7,234.1,2833.25,12.1,San Juan del Río,Tier1,48-ELE,Electrónica,2929.89,2314,767,1547,3.02,Japón,QRO-MQZ
5169,2025-12-30,2026-01-02,2025,12,2,3,0,0,289.4,4599.39,15.89,León,Planta,96-ELE,Electrónica,4610.48,3616,228,3388,15.86,USA,QRO-MQZ
5170,2022-10-20,2022-10-25,2022,10,4,5,1,2,14.4,144.93,10.06,Celaya,Distribuidor,24-SEN,Sensores,2113.06,4735,936,3799,5.06,USA,QRO-CEL
5171,2022-09-24,2022-09-26,2022,9,6,2,0,0,308.7,3320.42,10.76,San Luis Potosí,Tier1,43-ARN,Arneses,913.85,1716,755,961,2.27,Alemania,QRO-SJR
5172,2022-12-31,2023-01-08,2022,12,6,8,1,5,315.8,5830.44,18.46,San Luis Potosí,Taller,97-SUS,Suspensión,3611.27,2315,112,2203,20.67,Japón,QRO-CEL
5173,2023-08-29,2023-09-05,2023,8,2,7,1,4,130.2,1164.09,8.94,San Luis Potosí,Taller,66-ELE,Electrónica,1657.94,1756,172,1584,10.21,Japón,QRO-SJR
5174,2026-05-24,2026-05-30,2026,5,0,6,0,0,12.6,218.45,17.34,Celaya,Distribuidor,91-SEN,Sensores,4666.99,2159,152,2007,14.2,China,QRO-SJR
5175,2026-05-23,2026-05-31,2026,5,6,8,0,0,312.6,4175.99,13.36,El Marqués,Tier1,84-SEN,Sensores,3879.48,1645,209,1436,7.87,Alemania,QRO-SJR
5176,2024-05-03,2024-05-05,2024,5,5,2,0,0,118.2,1772,14.99,León,Tier1,95-FRE,Frenos,4724.44,71,925,-854,0.08,China,QRO-MQZ
5177,2022-03-14,2022-03-22,2022,3,1,8,1,5,290.6,5522.59,19,Querétaro,Distribuidor,70-SEN,Sensores,1991.74,2888,241,2647,11.98,USA,QRO-CEL
5178,2025-01-21,2025-01-28,2025,1,2,7,1,4,42.2,440.04,10.43,San Juan del Río,Taller,9-SUS,Suspensión,3312.62,269,343,-74,0.78,USA,QRO-MQZ
5179,2023-01-25,2023-01-30,2023,1,3,5,1,2,246.4,3840.14,15.58,Corregidora,Distribuidor,57-ARN,Arneses,607.05,602,337,265,1.79,USA,QRO-CEL
5180,2026-05-11,2026-06-01,2026,5,1,21,1,11,232.8,4193.04,18.01,El Marqués,Tier1,23-FRE,Frenos,3759.37,4902,886,4016,5.53,Alemania,QRO-SJR
5181,2024-01-03,2024-01-10,2024,1,3,7,1,4,166.3,1688.04,10.15,San Luis Potosí,Taller,12-FRE,Frenos,2256.16,1344,843,501,1.59,México,QRO-MQZ
5182,2022-09-06,2022-09-11,2022,9,2,5,1,2,186,2908.35,15.64,León,Taller,43-SEN,Sensores,2429.63,4819,141,4678,34.18,USA,QRO-SLP
5183,2026-05-23,2026-05-25,2026,5,6,2,0,0,165.8,1554.07,9.37,San Luis Potosí,Planta,30-ELE,Electrónica,3031.07,2212,562,1650,3.94,China,QRO-MQZ
5184,2026-05-18,2026-05-28,2026,5,1,10,1,4,284.9,5485.94,19.26,Querétaro,Distribuidor,3-FRE,Frenos,3775.29,2212,377,1835,5.87,China,QRO-MQZ
5185,2023-06-22,2023-06-23,2023,6,4,1,0,0,16.1,134.43,8.35,Corregidora,Distribuidor,60-ELE,Electrónica,1065.78,4715,596,4119,7.91,Japón,QRO-CEL
5186,2026-05-14,2026-05-27,2026,5,4,13,1,8,137.3,1520.14,11.07,El Marqués,Tier1,55-ARN,Arneses,3941.75,4751,961,3790,4.94,Japón,QRO-SJR
5187,2026-05-18,2026-05-26,2026,5,1,8,1,4,141.4,2741.65,19.39,León,Tier1,21-SUS,Suspensión,3922.67,482,217,265,2.22,China,QRO-MQZ
5188,2023-12-11,2023-12-18,2023,12,1,7,1,4,294.5,4368.4,14.83,Celaya,Taller,98-ELE,Electrónica,2480.68,142,273,-131,0.52,USA,QRO-SJR
5189,2021-04-09,2021-04-10,2021,4,5,1,0,0,308.7,3169.41,10.27,San Juan del Río,Tier1,81-FRE,Frenos,857.33,1893,403,1490,4.7,Alemania,QRO-SJR
5190,2021-03-28,2021-03-30,2021,3,0,2,0,0,322.5,5328.42,16.52,Corregidora,Distribuidor,11-SUS,Suspensión,588.59,823,217,606,3.79,USA,QRO-CEL
5191,2023-02-21,2023-02-22,2023,2,2,1,0,0,120.9,1162.84,9.62,San Luis Potosí,Tier1,26-ARN,Arneses,1872.84,4883,185,4698,26.39,Alemania,QRO-SJR
5192,2023-05-18,2023-05-26,2023,5,4,8,1,5,182.1,2606.35,14.31,Querétaro,Planta,27-SUS,Suspensión,4748.31,2962,518,2444,5.72,Alemania,QRO-SJR
5193,2025-05-12,2025-05-15,2025,5,1,3,0,0,315.7,4571.88,14.48,Celaya,Taller,16-SUS,Suspensión,2880.89,356,123,233,2.89,China,QRO-SLP
5194,2026-05-24,2026-06-03,2026,5,0,10,0,0,176.2,1848.93,10.49,León,Planta,52-ARN,Arneses,4854.61,3039,358,2681,8.49,China,QRO-MQZ
5195,2021-05-05,2021-05-08,2021,5,3,3,0,0,277.9,2957.27,10.64,Corregidora,Tier1,58-SEN,Sensores,2617.63,4219,411,3808,10.27,USA,QRO-SJR
5196,2025-02-15,2025-02-20,2025,2,6,5,1,2,254.3,4501.22,17.7,Corregidora,Distribuidor,4-ELE,Electrónica,1583.34,802,919,-117,0.87,China,QRO-MQZ
5197,2022-10-15,2022-10-20,2022,10,6,5,1,2,126.1,1915.39,15.19,Celaya,Tier1,85-SEN,Sensores,1521.2,2920,544,2376,5.37,China,QRO-SLP
5198,2025-02-20,2025-02-27,2025,2,4,7,1,4,195.1,3090.17,15.84,Celaya,Distribuidor,75-SEN,Sensores,2324.33,2246,115,2131,19.53,China,QRO-SJR
5199,2021-10-05,2021-10-12,2021,10,2,7,1,4,63.1,737.22,11.68,León,Taller,75-SEN,Sensores,2324.33,2246,115,2131,19.53,USA,QRO-SJR
5200,2022-07-11,2022-07-12,2022,7,1,1,0,0,87.2,1536.16,17.62,El Marqués,Taller,25-ELE,Electrónica,1552.43,1189,817,372,1.46,Alemania,QRO-MQZ
5201,2026-05-14,2026-05-22,2026,5,4,8,1,5,86.9,1428.4,16.44,San Juan del Río,Taller,22-ELE,Electrónica,4549.91,3883,821,3062,4.73,Alemania,QRO-CEL
5202,2026-05-20,2026-05-26,2026,5,3,6,1,2,45.9,739.49,16.11,León,Tier1,37-ARN,Arneses,1422.73,3772,947,2825,3.98,Alemania,QRO-SLP
5203,2026-05-19,2026-05-28,2026,5,2,9,1,3,278.9,3359.57,12.05,Corregidora,Taller,92-SUS,Suspensión,3033.85,4447,428,4019,10.39,Japón,QRO-SJR
5204,2026-01-25,2026-02-02,2026,1,0,8,1,5,93.9,1235.69,13.16,San Juan del Río,Tier1,58-ARN,Arneses,2254.49,3722,381,3341,9.77,USA,QRO-SLP
5205,2022-02-16,2022-02-24,2022,2,3,8,1,5,327.8,5743.54,17.52,Corregidora,Distribuidor,6-ARN,Arneses,1073.65,2312,666,1646,3.47,Japón,QRO-MQZ
5206,2026-05-22,2026-05-31,2026,5,5,9,0,0,280.3,4709.3,16.8,El Marqués,Taller,55-ELE,Electrónica,4107.15,2573,998,1575,2.58,Alemania,QRO-MQZ
5207,2022-10-31,2022-11-08,2022,10,1,8,1,5,189.3,2175.12,11.49,Celaya,Tier1,15-SUS,Suspensión,3336.34,35,212,-177,0.17,Alemania,QRO-SLP
5208,2024-11-23,2024-11-28,2024,11,6,5,1,2,48.1,681.87,14.18,Corregidora,Distribuidor,60-ELE,Electrónica,1065.78,4715,596,4119,7.91,Alemania,QRO-MQZ
5209,2021-06-27,2021-06-28,2021,6,0,1,0,0,294.5,4986.76,16.93,Querétaro,Tier1,20-SUS,Suspensión,1687.63,629,800,-171,0.79,México,QRO-SJR
5210,2021-06-22,2021-06-28,2021,6,2,6,1,3,200.5,3443.43,17.17,Celaya,Planta,58-SUS,Suspensión,1458.38,4972,879,4093,5.66,México,QRO-CEL
5211,2024-03-06,2024-03-07,2024,3,3,1,0,0,169.1,2447.47,14.47,Querétaro,Tier1,83-FRE,Frenos,4864.67,2926,560,2366,5.22,USA,QRO-MQZ
5212,2023-04-05,2023-04-12,2023,4,3,7,1,4,329.2,6052.62,18.39,San Juan del Río,Taller,48-SEN,Sensores,2080.46,31,818,-787,0.04,USA,QRO-SLP
5213,2023-02-04,2023-02-06,2023,2,6,2,0,0,337.4,5960.22,17.67,San Luis Potosí,Tier1,100-SUS,Suspensión,4542.37,1415,190,1225,7.45,USA,QRO-MQZ
5214,2025-06-05,2025-06-12,2025,6,4,7,1,4,173.3,3377.95,19.49,Celaya,Distribuidor,15-FRE,Frenos,886.52,1011,947,64,1.07,Japón,QRO-SLP
5215,2023-03-14,2023-03-18,2023,3,2,4,1,1,331.5,2803.85,8.46,San Luis Potosí,Tier1,27-SEN,Sensores,2154.77,2124,891,1233,2.38,Japón,QRO-MQZ
5216,2023-02-06,2023-02-14,2023,2,1,8,1,5,296.9,3744.21,12.61,Celaya,Tier1,38-ARN,Arneses,2157.65,2477,447,2030,5.54,Alemania,QRO-CEL
5217,2026-05-24,2026-05-26,2026,5,0,2,0,0,70.9,777.87,10.97,Celaya,Planta,73-SEN,Sensores,1840.37,2686,730,1956,3.68,China,QRO-MQZ
5218,2024-11-20,2024-11-25,2024,11,3,5,1,2,33.2,625.17,18.83,San Luis Potosí,Tier1,99-SEN,Sensores,779.25,3054,160,2894,19.09,Alemania,QRO-MQZ
5219,2022-10-28,2022-11-03,2022,10,5,6,1,3,47.5,694.63,14.62,Querétaro,Tier1,8-SEN,Sensores,4374.33,2187,777,1410,2.81,Alemania,QRO-CEL
5220,2026-05-24,2026-06-04,2026,5,0,11,0,0,138.1,1987.19,14.39,San Juan del Río,Planta,23-ELE,Electrónica,1997.95,1627,354,1273,4.6,China,QRO-SLP
5221,2026-05-19,2026-05-27,2026,5,2,8,1,3,340.2,6758.82,19.87,Querétaro,Tier1,65-ELE,Electrónica,4175.41,3316,875,2441,3.79,USA,QRO-MQZ
5222,2026-03-12,2026-03-18,2026,3,4,6,1,3,135.2,1433.74,10.6,Querétaro,Distribuidor,98-SUS,Suspensión,1541.04,2575,226,2349,11.39,China,QRO-SJR
5223,2023-11-18,2023-11-23,2023,11,6,5,1,2,207.7,1756.82,8.46,El Marqués,Tier1,60-ELE,Electrónica,1065.78,4715,596,4119,7.91,México,QRO-CEL
5224,2022-03-14,2022-03-16,2022,3,1,2,0,0,331.6,4900.79,14.78,San Juan del Río,Taller,15-ARN,Arneses,2004.45,403,614,-211,0.66,China,QRO-MQZ
5225,2026-05-22,2026-05-31,2026,5,5,9,0,0,275.8,3225.99,11.7,San Luis Potosí,Tier1,100-ELE,Electrónica,3513.62,1971,804,1167,2.45,Japón,QRO-CEL
5226,2026-05-01,2026-05-25,2026,5,5,24,1,21,103.2,1465.14,14.2,Querétaro,Planta,6-SUS,Suspensión,2576.41,2042,642,1400,3.18,Japón,QRO-CEL
5227,2023-07-21,2023-07-26,2023,7,5,5,1,2,98.8,992.64,10.05,San Luis Potosí,Distribuidor,5-SUS,Suspensión,1510.97,1853,254,1599,7.3,México,QRO-SJR
5228,2025-07-06,2025-07-10,2025,7,0,4,1,1,207.2,3190.77,15.4,Celaya,Distribuidor,83-ELE,Electrónica,2047.97,1307,286,1021,4.57,China,QRO-MQZ
5229,2026-05-22,2026-06-02,2026,5,5,11,0,0,157,2772.62,17.66,El Marqués,Tier1,50-SEN,Sensores,4354.41,2670,213,2457,12.54,China,QRO-SJR
5230,2023-03-19,2023-03-26,2023,3,0,7,1,4,326.1,3075.4,9.43,San Luis Potosí,Distribuidor,34-ARN,Arneses,4771.65,2699,606,2093,4.45,Japón,QRO-MQZ
5231,2024-04-07,2024-04-10,2024,4,0,3,0,0,183.4,2049.06,11.17,El Marqués,Taller,49-ARN,Arneses,412.82,3527,162,3365,21.77,China,QRO-SJR
5232,2022-05-05,2022-05-11,2022,5,4,6,1,3,291.4,4999.67,17.16,San Juan del Río,Taller,10-FRE,Frenos,553.07,572,283,289,2.02,México,QRO-SJR
5233,2026-05-09,2026-05-26,2026,5,6,17,1,13,258.6,4536.84,17.54,León,Taller,88-ELE,Electrónica,952.75,1483,288,1195,5.15,México,QRO-MQZ
5234,2026-05-21,2026-05-27,2026,5,4,6,1,1,80.8,1581.79,19.58,Corregidora,Tier1,53-SEN,Sensores,2001.95,4699,843,3856,5.57,México,QRO-CEL
5235,2026-05-07,2026-05-26,2026,5,4,19,1,15,82.9,838.8,10.12,Querétaro,Distribuidor,26-FRE,Frenos,4994.24,4421,624,3797,7.08,China,QRO-SLP
5236,2024-05-12,2024-05-19,2024,5,0,7,1,4,209.3,3532.81,16.88,Celaya,Taller,81-ARN,Arneses,4391.37,366,872,-506,0.42,México,QRO-SJR
5237,2026-04-11,2026-04-19,2026,4,6,8,1,5,332.8,2999.8,9.01,San Luis Potosí,Taller,4-ELE,Electrónica,1583.34,802,919,-117,0.87,México,QRO-CEL
5238,2022-09-10,2022-09-13,2022,9,6,3,0,0,290,3145.86,10.85,Celaya,Tier1,80-FRE,Frenos,1456.89,1654,528,1126,3.13,China,QRO-SJR
5239,2026-05-14,2026-05-27,2026,5,4,13,1,8,167.4,2838.97,16.96,Corregidora,Distribuidor,28-ARN,Arneses,615.82,4597,278,4319,16.54,México,QRO-SLP
5240,2026-05-12,2026-05-30,2026,5,2,18,1,10,332.2,3252.3,9.79,Celaya,Taller,10-FRE,Frenos,553.07,572,283,289,2.02,China,QRO-SLP
5241,2024-05-07,2024-05-13,2024,5,2,6,1,3,325,6338.51,19.5,Corregidora,Tier1,34-ARN,Arneses,4771.65,2699,606,2093,4.45,China,QRO-MQZ
5242,2024-01-04,2024-01-07,2024,1,4,3,0,0,197,2037.34,10.34,El Marqués,Taller,13-SUS,Suspensión,186.07,4142,666,3476,6.22,USA,QRO-MQZ
5243,2026-05-03,2026-05-25,2026,5,0,22,1,19,346.6,5452.75,15.73,San Luis Potosí,Taller,6-ELE,Electrónica,1689.54,135,497,-362,0.27,Alemania,QRO-SJR
5244,2026-05-01,2026-05-26,2026,5,5,25,1,21,349.9,5347.87,15.28,Querétaro,Tier1,39-ARN,Arneses,1573.02,936,723,213,1.29,México,QRO-SJR
5245,2024-07-22,2024-07-29,2024,7,1,7,1,4,14.6,206.59,14.15,San Juan del Río,Taller,49-FRE,Frenos,163.61,2823,238,2585,11.86,USA,QRO-MQZ
5246,2025-03-24,2025-03-30,2025,3,1,6,1,3,342.5,6368.95,18.6,El Marqués,Tier1,23-SEN,Sensores,1056.26,3445,649,2796,5.31,China,QRO-SLP
5247,2024-12-19,2024-12-21,2024,12,4,2,0,0,61.4,627.17,10.21,San Juan del Río,Taller,91-FRE,Frenos,4291.8,4493,112,4381,40.12,USA,QRO-MQZ
5248,2026-05-01,2026-05-04,2026,5,5,3,0,0,300,5042.36,16.81,Corregidora,Planta,6-ELE,Electrónica,1689.54,135,497,-362,0.27,México,QRO-CEL
5249,2024-03-30,2024-04-01,2024,3,6,2,0,0,14.9,223.12,14.97,San Luis Potosí,Tier1,61-SUS,Suspensión,1710.59,631,965,-334,0.65,Japón,QRO-SLP
5250,2023-02-23,2023-02-27,2023,2,4,4,1,1,343,4861.02,14.17,Querétaro,Distribuidor,16-SEN,Sensores,498.65,4923,754,4169,6.53,México,QRO-SLP
5251,2021-05-29,2021-06-03,2021,5,6,5,1,2,134.8,2417.68,17.94,San Juan del Río,Tier1,71-ARN,Arneses,4201.41,2624,106,2518,24.75,USA,QRO-SLP
5252,2026-01-23,2026-01-29,2026,1,5,6,1,3,345.2,5708.61,16.54,León,Taller,87-ARN,Arneses,4993.62,4977,367,4610,13.56,USA,QRO-SLP
5253,2024-05-12,2024-05-19,2024,5,0,7,1,4,345,5458.32,15.82,Querétaro,Taller,5-ELE,Electrónica,92.23,1679,445,1234,3.77,China,QRO-MQZ
5254,2022-01-17,2022-01-23,2022,1,1,6,1,3,51.1,608.71,11.91,León,Tier1,47-ELE,Electrónica,129.58,3309,950,2359,3.48,China,QRO-CEL
5255,2023-07-13,2023-07-20,2023,7,4,7,1,4,45.2,673.69,14.9,Querétaro,Distribuidor,98-SUS,Suspensión,1541.04,2575,226,2349,11.39,Japón,QRO-CEL
5256,2026-05-25,2026-06-04,2026,5,1,10,0,0,272.3,2768.41,10.17,El Marqués,Tier1,37-ARN,Arneses,1422.73,3772,947,2825,3.98,México,QRO-MQZ
5257,2021-02-11,2021-02-19,2021,2,4,8,1,5,227.7,4272.88,18.77,León,Planta,69-FRE,Frenos,186.87,4709,419,4290,11.24,USA,QRO-MQZ
5258,2026-05-01,2026-05-26,2026,5,5,25,1,21,234.9,2751.87,11.72,El Marqués,Taller,83-ARN,Arneses,4089.81,3819,304,3515,12.56,México,QRO-CEL
5259,2026-05-25,2026-06-02,2026,5,1,8,0,0,85.1,803.6,9.44,San Luis Potosí,Planta,46-SEN,Sensores,4891.28,2915,405,2510,7.2,Alemania,QRO-CEL
5260,2021-10-31,2021-11-01,2021,10,0,1,0,0,149.3,1521.26,10.19,Querétaro,Tier1,46-SUS,Suspensión,1653.36,4322,935,3387,4.62,Alemania,QRO-SJR
5261,2026-05-22,2026-05-26,2026,5,5,4,0,0,66.7,560.42,8.4,San Luis Potosí,Taller,28-ARN,Arneses,615.82,4597,278,4319,16.54,USA,QRO-SLP
5262,2024-01-17,2024-01-25,2024,1,3,8,1,5,145.7,2280.23,15.65,Celaya,Planta,44-ELE,Electrónica,1705.75,4295,341,3954,12.6,China,QRO-MQZ
5263,2026-04-23,2026-04-27,2026,4,4,4,1,1,343.2,3077.59,8.97,León,Tier1,78-ELE,Electrónica,2160.49,2923,533,2390,5.48,México,QRO-SLP
5264,2024-11-07,2024-11-14,2024,11,4,7,1,4,207.6,2162.02,10.41,León,Planta,96-SUS,Suspensión,3516.22,1894,371,1523,5.11,México,QRO-MQZ
5265,2021-10-21,2021-10-24,2021,10,4,3,0,0,167.1,1597.86,9.56,Celaya,Distribuidor,78-FRE,Frenos,641.45,617,398,219,1.55,México,QRO-SLP
5266,2026-02-22,2026-02-28,2026,2,0,6,1,3,87.8,1356.61,15.45,El Marqués,Taller,36-ELE,Electrónica,1042.23,3858,726,3132,5.31,Japón,QRO-SLP
5267,2022-12-06,2022-12-10,2022,12,2,4,1,1,306.8,5037.15,16.42,Corregidora,Tier1,100-SEN,Sensores,1884.18,1812,275,1537,6.59,China,QRO-SLP
